,iteration 0,iteration 1,iteration 2,iteration 3,iteration 4,iteration 5,iteration 6,iteration 7,iteration 8,iteration 9,iteration 10,iteration 11,iteration 12,iteration 13,iteration 14,iteration 15,iteration 16,iteration 17,iteration 18,iteration 19,iteration 20,iteration 21,iteration 22,iteration 23,iteration 24,iteration 25,iteration 26,iteration 27,iteration 28,iteration 29,iteration 30,iteration 31,iteration 32,iteration 33,iteration 34,iteration 35,iteration 36,iteration 37,iteration 38,iteration 39,iteration 40,iteration 41,iteration 42,iteration 43,iteration 44,iteration 45,iteration 46,iteration 47,iteration 48,iteration 49,iteration 50,iteration 51,iteration 52,iteration 53,iteration 54,iteration 55,iteration 56,iteration 57,iteration 58,iteration 59,iteration 60,iteration 61,iteration 62,iteration 63,iteration 64,iteration 65,iteration 66,iteration 67,iteration 68,iteration 69,iteration 70,iteration 71,iteration 72,iteration 73,iteration 74,iteration 75,iteration 76,iteration 77,iteration 78,iteration 79,iteration 80,iteration 81,iteration 82,iteration 83,iteration 84,iteration 85,iteration 86,iteration 87,iteration 88,iteration 89,iteration 90,iteration 91,iteration 92,iteration 93,iteration 94,iteration 95,iteration 96,iteration 97,iteration 98,iteration 99
0,232.41044099628925,10.719477996230125,21.284088000655174,6.484068006277084,9.299359992146492,242.00470900535583,13.210107997059822,8.483218997716904,248.1388520002365,10.718530997633934,9.478247001767159,11.752612009644508,7.655209004878998,8.997529998421669,11.980079993605614,9.099334001541138,243.95923399925232,8.82863301038742,14.229469001293182,248.22030399739742,9.378051996231079,16.443893000483513,8.684800997376442,14.435915991663933,20.56064899265766,8.99932000041008,255.1811510026455,9.051755994558334,14.953106001019478,7.787313997745514,8.266448006033897,7.466848999261856,9.76417700946331,7.88119600713253,7.939555004239082,11.419039011001587,12.565374001860619,8.135796993970871,7.2175630033016205,8.563286006450653,11.848942995071411,8.129695996642113,116.56509301066399,7.1989119946956635,9.670213997364044,13.076572000980377,6.947993993759155,9.509476006031036,8.685311004519463,8.596084997057915,10.957935005426407,8.329148009419441,8.667086005210876,9.811683014035225,10.656487002968788,8.476105988025665,13.787757992744446,7.2223159968853,416.3629840016365,9.6616789996624,8.068208992481232,9.37898300588131,15.189427003264427,12.751065000891685,9.21476399898529,13.444182008504868,9.841640993952751,10.114198997616768,11.540130987763405,17.492905005812645,12.157315999269485,12.01198199391365,8.089518010616302,12.518527999520302,11.04602800309658,11.840266987681389,17.718690991401672,10.237705007195473,8.700798988342285,9.448411002755165,10.126128003001213,7.776528999209404,7.711806997656822,11.49685999751091,14.651823997497559,10.620770990848541,18.712664991617203,7.921210005879402,7.628012001514435,6.908120006322861,8.758803993463516,8.523037001490593,14.23651199042797,10.981246992945671,22.34825700521469,7.697057008743286,7.508439004421234,8.917315989732742,7.613609999418259,13.610021010041237
