,iteration 0,iteration 1,iteration 2,iteration 3,iteration 4,iteration 5,iteration 6,iteration 7,iteration 8,iteration 9,iteration 10,iteration 11,iteration 12,iteration 13,iteration 14,iteration 15,iteration 16,iteration 17,iteration 18,iteration 19,iteration 20,iteration 21,iteration 22,iteration 23,iteration 24,iteration 25,iteration 26,iteration 27,iteration 28,iteration 29,iteration 30,iteration 31,iteration 32,iteration 33,iteration 34,iteration 35,iteration 36,iteration 37,iteration 38,iteration 39,iteration 40,iteration 41,iteration 42,iteration 43,iteration 44,iteration 45,iteration 46,iteration 47,iteration 48,iteration 49,iteration 50,iteration 51,iteration 52,iteration 53,iteration 54,iteration 55,iteration 56,iteration 57,iteration 58,iteration 59,iteration 60,iteration 61,iteration 62,iteration 63,iteration 64,iteration 65,iteration 66,iteration 67,iteration 68,iteration 69,iteration 70,iteration 71,iteration 72,iteration 73,iteration 74,iteration 75,iteration 76,iteration 77,iteration 78,iteration 79,iteration 80,iteration 81,iteration 82,iteration 83,iteration 84,iteration 85,iteration 86,iteration 87,iteration 88,iteration 89,iteration 90,iteration 91,iteration 92,iteration 93,iteration 94,iteration 95,iteration 96,iteration 97,iteration 98,iteration 99
0,6.64328408241272,2.538574457168579,3.607110023498535,2.1901111602783203,2.2983005046844482,4.1458740234375,4.5676047801971436,5.0656092166900635,3.239624261856079,3.6887459754943848,4.996655225753784,4.456983804702759,9.918941497802734,4.980812072753906,3.226134777069092,4.028337240219116,4.27210545539856,3.020263195037842,4.259624719619751,2.1299233436584473,3.76273775100708,2.3121535778045654,5.299706697463989,1.4333090782165527,14.713523149490356,5.7366437911987305,7.987205743789673,1.294719934463501,2.771548271179199,9.91776967048645,4.679437160491943,9.740016222000122,2.3775625228881836,4.506322622299194,3.044835329055786,2.736290693283081,7.259145975112915,4.198875427246094,2.860699415206909,1.4026403427124023,4.695149183273315,1.8086824417114258,9.829532861709595,1.194596290588379,2.719939947128296,3.073042392730713,4.382436990737915,2.0205869674682617,5.549350738525391,12.398168802261353,1.0947957038879395,3.6536905765533447,2.7529351711273193,3.7565064430236816,6.323175430297852,7.061440467834473,2.973930835723877,1.4881713390350342,7.769099235534668,7.488713264465332,3.4629430770874023,3.3530399799346924,5.816072225570679,5.321660280227661,5.197214365005493,10.357630014419556,5.61044979095459,3.5702123641967773,3.0341956615448,1.7050230503082275,7.028757810592651,5.628422737121582,4.241685152053833,8.489901304244995,3.543071746826172,3.9290597438812256,3.9478044509887695,3.7839760780334473,5.090043544769287,4.426971435546875,5.8026721477508545,4.667701721191406,2.3082282543182373,5.628512382507324,6.529316425323486,11.154457569122314,3.3681929111480713,1.5694687366485596,3.63517165184021,12.298625707626343,4.475235223770142,5.495933771133423,3.8505585193634033,2.7462902069091797,6.390593767166138,9.11659836769104,2.6187024116516113,6.433300256729126,6.444768667221069,3.4533162117004395
